准	300
第三个	301
案例	302
第一个	303
课本	304
税法	305
改了	306
亿来	307
计算	308
惊呆	309
我了	310
要判	311
死刑	312
才能够	313
平息	314
愤怒	315
亿是	316
重罚	317
天天	318
那么多钱	319
良心	320
痛	321
那么多人	322
想要	323
好赚	324
数额	325
庞大	326
太有钱	327
大拇哥	328
棒棒	329
瓜本	330
草民	331
吃	332
很开心	333
艺人	334
上台	335
不可能	336
偷出来	337
李晨	338
求	339
婚的	340
未婚夫	341
还会	342
丈夫	343
凉了	344
你很	345
严于律己	346
大牌	347
不规矩	348
老板	349
提个醒	350
好好	351
活生生	352
例子	353
还想	354
凉	355
特么	356
追究	357
刑事责任	358
挣钱	359
....	360
简直了	361
范冰冰	362
只不过	363
枪打出头鸟	364
彻查	365
情况	366
都很	367
健忘	368
活动	369
要不了	370
几年	371
就能	372
洗白白	373
在哪	374
行了吗	375
能力	376
明明	377
安安稳稳	378
依然	379
自称	380
底气	381
就缺	382
税款	383
办企业	384
必得	385
想办法	386
避税	387
越	388
控制	389
不住	390
欲望	391
还没	392
影响	393
也别	394
按头	395
说吧	396
按比例	397
放	398
普通人	399
等于	400
年薪	401
你就	402
就不	403
抵制	404
全国人民	405
只有你一个	406
黄晓明	407
杨	408
天宝	409
一查	410
吃瓜	411
群众	412
坐	413
我不	414
关心	415
但这	416
劣迹艺人	417
封	418
钱	419
去做	420
公益	421
爱心	422
给自己	423
树立	424
名声	425
形象	426
连个	427
挺满意	428
2009	429
年	430
修正案	431
就对	432
偷税罪	433
做出	434
修改	435
违法	436
免罪	437
滞纳金	438
就可以	439
法盲	440
真可怕	441
还在	442
盼	443
家	444
娶媳妇	445
悲哀	446
支持	447
教育	448
09	449
物价	450
智能手机	451
都没	452
普及	453
塞班	454
系统	455
香港	456
找他	457
爸爸	458
洪金宝	459
有钱啊	460
你会	461
拉	462
黑吗	463
🙊	464
好像	465
里拉	466
删评	467
也会	468
被屏蔽	469
三天	470
一家子	471
伤心	472
姐	473
你做	474
慈善	475
用啊	476
中国公民	477
大家都在	478
纳税	479
纳	480
完税	481
2000	482
记得	483
一种	484
方式	485
爱国	486
⊙	487
o	488
估计	489
暂时	490
手段	491
惯用	492
只能	493
说是	494
杀鸡儆猴	495
大佬们	496
可想而知	497
剩下	498
够花	499
..........	500
应受	501
惩罚	502
落井下石	503
罚了	504
规规矩矩	505
用心	506
爱里	507
心	508
仇富	509
太松	510
民愤	511
难平	512
也挺	513
惋惜	514
罚金	515
收入	516
多得多	517
捞钱	518
身家	519
70.80	520
这几个	521
没什么	522
大问题	523
祖国	524
妈妈	525
还能	526
猖狂	527
傻啊	528
有没有想过	529
八个	530
先把	531
外国	532
国籍	533
中国	534
赶出去	535
积点	536
德	537
不怕死	538
早	539
什么时候	540
公布	541
华谊兄弟	542
调查结果	543
捍卫	544
人权	545
不粉	546
不叫	547
偷叫	548
真傻	549
假	550
傻	551
家里人	552
能不	553
范丞丞	554
年纪小	555
肯定	556
在座	557
不少人	558
懂得	559
多吧	560
总	561
圣母	562
姐姐	563
拖累	564
什么都不知道	565
你自己	566
信	567
敢洗	568
不知羞耻	569
哈哈哈	570
优秀	571
她也	572
會	573
殺	574
永久	575
封殺	576
這幾年	577
還在	578
結	579
話	580
剛好	581
結婚	582
生孩子	583
攤手	584
幾年	585
後	586
還是	587
出來	588
戏子	589
也太	590
装模作样	591
不给	592
这得	593
养活	594
多少人	595
价值观	596
颠覆	597
当道	598
人到	599
天啊	600
完蛋	601
一大早	602
醒来	603
很难受	604
我没有	605
喜欢	606
女艺人	607
但是我	608
特别	609
我一直	610
崔	611
搞鬼	612
没想到	613
不好意思	614
偷了	615
大哥	616
请查	617
冯小刚	618
恶意	619
摸着	620
心想	621
一想	622
不犯	623
一丝一毫	624
错	625
大型	626
小型企业	627
去查	628
容忍	629
大部分	630
不能容忍	631
都让	632
经纪人	633
扛	634
天理不容	635
天朝	636
有钱人	637
交钱	638
就能够	639
了事	640
我也是	641
挺有用	642
对她来说	643
九牛一毛	644
查查看	645
冰冰凉凉	646
大家都	647
这么做	648
这帮	649
补上	650
GDP	651
增速	652
有着落	653
事实	654
我指的	655
人说	656
儿子的	657
去找	658
爹	659
不冤	660
那时候	661
一千万	662
相当于	663
风波	664
过段时间	665
风头	666
过了	667
又会	668
2018	669
12	670
31	671
日前	672
自查自纠	673
并到	674
主管	675
税务机关	676
影视	677
相关	678
从业人员	679
免予	680
行政处罚	681
不予	682
确实	683
弟弟	684
还很	685
委屈	686
跟别人说	687
妈	688
给她	689
生了个	690
好了	691
下一个	692
小崔	693
报	694
说实话	695
我也不想	696
交税	697
太辛苦	698
你给我	699
但她	700
更大	701
高到	702
离谱	703
难以	704
平复	705
大众	706
心情	707
牢饭	708
官	709
贪污	710
交与	711
不交	712
区别	713
都说	714
靠自己	715
偷	716
说她	717
被抓	718
那你	719
学了	720
公正	721
不合理	722
地方	723
不让	724
额	725
无期徒刑	726
某些人	727
拍	728
几部	729
片	730
刘小庆	731
坐过	732
牢	733
加印	734
帮忙	735
逃了	736
刑事处罚	737
他妈	738
情	739
何以堪	740
老实点	741
多好	742
本来就	743
用不完了	744
缴全	745
你还是	746
富	747
bb	748
她没	749
交够	750
资产	751
要她	752
反正	753
她在	754
没必要	755
正面	756
货色	757
课	758
代表	759
这也	760
一部	761
戏	762
牵扯	763
就在这	764
学会	765
拆分	766
隐匿	767
炉火纯青	768
地步	769
她自己	770
剧	771
时代	772
几千万	773
换成	774
几个	775
人是	776
半斤八两	777
也就	778
历害	779
无语了	780
也要	781
查一查	782
补税	783
是应该的	784
天价	785
罚的	786
毛毛雨	787
朝阳	788
仔细看	789
倒数	790
第三段	791
就好	792
法律的	793
没有资格	794
触碰	795
此等	796
神圣	797
东西	798
你想	799
没人	800
给你	801
交不起	802
贪心	803
或者说	804
无敌	805
还怕	806
无语	807
想知道	808
到底有多少	809
家产	810
不过是	811
典型	812
乱	813
尤其是	814
一线	815
我就	816
不信	817
有人	818
干净	819
数以	820
舍得	821
理由	822
说到底	823
贪欲	824
成	825
举报	826
公款	827
退回	828
还判	829
死缓	830
就行	831
这世上	832
黑暗	833
一生	834
不完全	835
数目	836
不存在	837
不活动	838
脑子	839
消费	840
没脑子	841
给他	842
捐款	843
追求	844
十辈子	845
想	846
就会	847
犯错	848
犯	849
过错	850
就去	851
否定	852
犯过	853
就在	854
指责	855
骂街	856
在国际上	857
时尚界	858
睁	859
荣耀	860
爱里心	861
又有谁	862
任何一个	863
十全十美	864
犯了	865
错误	866
一如既往	867
全	868
给他们	869
呵呵哒	870
取消了	871
改为	872
毛病	873
认罚	874
她说	875
也不	876
知道你	877
被人	878
说与	879
家人	880
关系	881
乱伦	882
也很	883
无所谓	884
杀猪	885
过年了	886
求放过	887
贫穷	888
纳税人	889
私生子	890
请你	891
积德	892
羡慕	893
挣得	894
高中	895
都不	896
就跑	897
有什么	898
好酸	899
还有什么	900
治病救人	901
棒子	902
打死	903
占	904
应纳税额	905
百分之三十	906
十万元	907
处	908
三年	909
七年	910
有期徒刑	911
并处	912
一倍	913
五倍	914
四天	915
6000	916
好几亿	917
做点	918
花多少钱	919
她会	920
fs	921
在这种	922
社保	923
体质	924
税收	925
高	926
可怕	927
处罚	928
不足以	929
交代	930
微博	931
新浪	932
采访	933
真假	934
才敢	935
投机倒把罪	936
初犯	937
入狱	938
也够	939
受	940
这几年	941
白干	942
不交税	943
被狗	944
吃了	945
沉寂	946
两年	947
出现在	948
视野	949
没事儿	950
参考	951
毛阿敏	952
再也	953
出不来	954
放心吧	955
广告商	956
谁敢	957
请她	958
电视剧	959
电影	960
都得	961
还钱	962
就行了	963
补齐	964
逃得	965
几辈子	966
抗	967
下了	968
8.8	969
轻松	970
秒	971
到位	972
也就是	973
下半生	974
过得	975
好啊	976
自作孽	977
这算	978
咖了	979
其他的	980
名不副实	981
挺住	982
事情	983
发生在	984
到时候	985
别哭	986
手脚	987
都用	988
才算	989
完	990
实锤	991
脱粉	992
她能	993
环境	994
在这	995
逛论坛	996
深挖	997
八卦	998
二线	999
钱上	1000
但范	1001
法	1002
受到惩罚	1003
踩	1004
太过分	1005
顺带	1006
捧	1007
光鲜	1008
偶像	1009
圈子	1010
风气	1011
整一整	1012
整	1013
完了	1014
空了	1015
你这	1016
真的很	1017
伤人	1018
我看	1019
得多少	1020
漏网	1021
笑死	1022
逗比	1023
为啥	1024
那会	1025
着陆	1026
就是胜利	1027
没错	1028
喷子	1029
几亿	1030
为所欲为	1031
想到	1032
但没想到	1033
金额	1034
所以说	1035
道理	1036
演技	1037
炒作	1038
私生活	1039
夹着尾巴	1040
他都	1041
死	1042
马头	1043
8.5	1044
上缴	1045
证明	1046
背后	1047
恭喜	1048
只需	1049
交罚款	1050
哒	1051
表达	1052
的是	1053
查出来	1054
赚了	1055
是这个	1056
许家印	1057
零钱	1058
不喜欢她	1059
是有	1060
原因	1061
弟	1062
儿子	1063
更难	1064
鸟事	1065
这样的话	1066
有意思吗	1067
就像	1068
亲眼看见	1069
没办法啊	1070
修正了	1071
要好好	1072
管理	1073
没做	1074
贡献	1075
行业	1076
中	1077
畸形	1078
万能的	1079
崔爷	1080
威武	1081
欺负人	1082
祝你	1083
穷死	1084
人人都	1085
科研工作	1086
就有	1087
好多	1088
诺贝尔奖	1089
青璎	1090
臣妾	1091
只知	1092
寿康宫	1093
景仁宫	1094
学以致用	1095
判个	1096
五十年	1097
这都	1098
理解	1099
做法	1100
受益	1101
主从	1102
分	1103
就把	1104
推掉	1105
让人	1106
缴齐	1107
串通	1108
谋利	1109
毕竟是	1110
时候的	1111
1000	1112
李	1113
晨会	1114
抛弃	1115
罚得	1116
楼主	1117
这个世界	1118
王多鱼	1119
我限	1120
一个月	1121
给我	1122
花光	1123
追缴	1124
80	1125
不把	1126
干脆	1127
查查	1128
就看	1129
团队	1130
怎么洗	1131
复出	1132
来个	1133
清查	1134
一两个	1135
说不定	1136
自己的	1137
主	1138
风凉话	1139
太早	1140
这种方式	1141
很喜欢她	1142
太多了	1143
干什么事	1144
指使	1145
800	1146
岂不是	1147
洗白	1148
范逃	1149
新华社	1150
石锤	1151
其他的呢	1152
冯	1153
裤子	1154
华谊	1155
还远	1156
大快人心	1157
还说	1158
借给	1159
胆子	1160
又是谁	1161
一查到底	1162
里	1163
老虎	1164
抓了	1165
苍蝇	1166
赶紧	1167
叔叔	1168
辛苦了	1169
太不容易	1170
急了	1171
跳墙	1172
点到为止	1173
央视	1174
出彩中国人	1175
长脸	1176
查到了	1177
差	1178
就进	1179
口袋	1180
总算	1181
出来了	1182
还来	1183
真酸	1184
口德	1185
好吧	1186
你好	1187
恶毒	1188
审题	1189
tm	1190
未来	1191
影视圈	1192
好多钱	1193
崔永元	1194
一会	1195
就该	1196
爆了	1197
太轻	1198
这压	1199
垮	1200
几天	1201
回来	1202
拿到	1203
DNA	1204
两	1205
母子	1206
才会	1207
罰	1208
這麼點	1209
錢	1210
對	1211
來	1212
說	1213
小意思	1214
Lqmiiiii	1215
我感觉	1216
影响力	1217
稍微	1218
伤筋动骨	1219
平安无事	1220
事实证明	1221
一首	1222
送给	1223
我笑了	1224
个把	1225
国将不国	1226
得多	1227
学学	1228
古天乐	1229
品行端正	1230
低调	1231
一百多	1232
希望小学	1233
她只	1234
漏了	1235
演了	1236
男人帮	1237
女人	1238
现实中	1239
女人帮	1240
男人	1241
出事	1242
帮了	1243
玩意儿	1244
干嘛呢	1245
牟某	1246
傻呢	1247
藏匿	1248
阻扰	1249
咋啦	1250
赔不起	1251
个案	1252
数不过来	1253
蛀虫	1254
复印件	1255
证据	1256
有钱了	1257
这辈子	1258
赔的	1259
起吗	1260
划	1261
漏	1262
一家	1263
三口	1264
牢白	1265
坐了	1266
破产	1267
只查	1268
有何用	1269
发起人	1270
损害	1271
国家利益	1272
因是	1273
期限内	1274
犯法	1275
问问	1276
缺们	1277
逃的	1278
税多	1279
金锁	1280
值	1281
尽力	1282
交了钱	1283
没事了	1284
上不去	1285
谁在	1286
这条路	1287
那点	1288
C	1289
罗	1290
算妥	1291
妥	1292
没法	1293
我擦	1294
各项	1295
加起来	1296
对我	1297
老百姓	1298
感觉	1299
我们这些	1300
工薪	1301
阶级	1302
大老板	1303
想方设法	1304
全查	1305
挑	1306
这事	1307
说了	1308
算是	1309
咯	1310
旧法	1311
新法	1312
你是不是傻	1313
的菜	1314
1981	1315
16日	1316
辛酉	1317
丁酉	1318
1978	1319
11	1320
24	1321
日	1322
戊午	1323
癸亥	1324
庚寅	1325
范是	1326
丁火	1327
之命	1328
秋天	1329
酉	1330
三个	1331
酉金	1332
可谓	1333
金多	1334
火弱	1335
喜用	1336
木火	1337
李是	1338
庚金	1339
生在亥月	1340
金弱	1341
五行	1342
土金	1343
范的	1344
金能	1345
用得上	1346
旺	1347
期待	1348
不喜欢	1349
多月	1350
终于	1351
相关报道	1352
严查	1353
严打	1354
依法办事	1355
大爷	1356
这一波	1357
干	1358
nice	1359
真滴	1360
真的了	1361
大胆	1362
妄议	1363
朝廷	1364
🤓	1365
白日梦	1366
都不敢	1367
税务局	1368
负责	1369
抓人	1370
那是	1371
检	1372
法的	1373
老师说	1374
对了	1375
当年	1376
几百万	1377
岂不	1378
得很	1379
冤	1380
断绝关系	1381
哭哭	1382
那为什么	1383
粉丝们	1384
快来	1385
洗	1386
范	1387
BB	1388
蹦	1389
资本	1390
啧啧	1391
我国	1392
地位	1393
国税	1394
总局	1395
眼里	1396
脊梁	1397
半辈子	1398
监狱	1399
公眾	1400
人物	1401
更應	1402
該	1403
嚴肅	1404
處理	1405
何況	1406
其中之一	1407
走進	1408
法治	1409
社會	1410
才是	1411
百姓	1412
的希望	1413
不上	1414
rs	1415
操	1416
扶贫	1417
款	1418
抓	1419
到了	1420
准确	1421
➕	1422
94.6	1423
力量	1424
这一	1425
罚罚	1426
打脸	1427
撤热	1428
挺	1429
正主糊	1430
韭菜	1431
谁也	1432
别想	1433
跑	1434
想像	1435
痩	1436
骆驼	1437
马大	1438
一锅端	1439
注册	1440
工作室	1441
地方税务局	1442
下马	1443
失职	1444
遇上	1445
元元	1446
活该	1447
黑線	1448
初次	1449
企事业	1450
都有	1451
偷逃税	1452
拍戏	1453
能对	1454
税务	1455
懂	1456
行内人士	1457
操作	1458
国家税务局	1459
全国	1460
演艺	1461
普查	1462
用于	1463
涨工资	1464
重点是	1465
一夜	1466
回到	1467
解放前	1468
三千万	1469
半年	1470
就又	1471
多万	1472
看错了	1473
吓死人	1474
真心	1475
特大	1476
666	1477
巨额	1478
一把	1479
事大	1480
很可能	1481
退居幕后	1482
我的意思是	1483
黑心	1484
问题是	1485
还不	1486
你们的	1487
VIP	1488
撤了	1489
搜该	1490
就得	1491
请	1492
顺其自然吧	1493
花钱	1494
看他	1495
自拍	1496
脑残粉	1497
就来	1498
艾瑞	1499
那么多年	1500
其他人	1501
依法行事	1502
没提	1503
透了	1504
我想	1505
尾数	1506
就够	1507
花了	1508
三千多万	1509
消息	1510
肯定要	1511
补	1512
不是说了	1513
替罪羊	1514
脱身	1515
刚刚	1516
看新闻	1517
直播间	1518
报道	1519
层主	1520
谢谢	1521
涉及	1522
洗钱	1523
银行	1524
腐败	1525
法人	1526
2.55	1527
0.33	1528
2.4	1529
2.39	1530
未代	1531
扣缴	1532
个人所得税	1533
0.51	1534
非法	1535
提供	1536
便利	1537
0.65	1538
后台	1539
倒了	1540
亿对	1541
不是个事	1542
一位	1543
是谁	1544
滚	1545
要脸	1546
没问题	1547
干得	1548
漂亮	1549
还有谁	1550
造谣	1551
脸	1552
逃脱	1553
法律责任	1554
招个	1555
顶缸	1556
早就	1557
牢底	1558
穿了	1559
每月	1560
几千块	1561
连税	1562
都还	1563
交上	1564
很好	1565
跟你	1566
零头	1567
逃跑了	1568
腐败问题	1569
两码事	1570
不在	1571
混了	1572
他就	1573
名气	1574
他做	1575
什么都没有	1576
用钱	1577
解决	1578
你们这些	1579
键盘侠	1580
乱喷	1581
隐形	1582
又有	1583
狠角色	1584
做得	1585
滴水不漏	1586
平日里	1587
没办法	1588
只要有	1589
内心	1590
谁还会	1591
想着	1592
有谁	1593
感谢	1594
媒体	1595
Bgm	1596
完事	1597
为虎作伥	1598
助纣为虐	1599
青樱	1600
就你	1601
话多	1602
补完	1603
印证了	1604
那句话	1605
混	1606
吸毒	1607
都能	1608
一如	1609
两三千	1610
拘留	1611
政府	1612
不回	1613
让我们	1614
闭眼	1615
wow	1616
也没	1617
公关	1618
卧槽	1619
冰山一角	1620
至少	1621
乘以	1622
100	1623
期限	1624
多长时间	1625
十年	1626
二十年	1627
连补	1628
带罚	1629
这有	1630
10	1631
爆热	1632
平常	1633
程程	1634
晨晨	1635
挂	1636
等着	1637
惊心动魄	1638
可惜	1639
诶	1640
少了	1641
你有没有	1642
好好看	1643
多年	1644
就查	1645
电影电视	1646
赔上	1647
how	1648
to	1649
deal	1650
with	1651
her	1652
粉丝	1653
说得	1654
只靠	1655
我天	1656
真多	1657
收税	1658
路还很长	1659
●	1660
摆平	1661
我只想	1662
段时间	1663
有多少人	1664
急着	1665
案	1666
时间内	1667
缴清	1668
费用	1669
即可	1670
免去	1671
漏网之鱼	1672
莫名	1673
开心吗	1674
没了啊	1675
钱多	1676
就多	1677
来课	1678
亿么	1679
精简	1680
因其	1681
只要在	1682
可也	1683
多个	1684
那得	1685
公司	1686
不敢想象	1687
又说	1688
可有	1689
光荣	1690
天下太平	1691
依法	1692
予以	1693
我还能	1694
说什么	1695
坊间	1696
传言	1697
给我们	1698
穷人	1699
设的	1700
妈呀	1701
瓜	1702
删了	1703
陈独秀	1704
坐下	1705
人心	1706
这还	1707
能再	1708
皮	1709
目的	1710
避	1711
成了	1712
个人收入	1713
我学	1714
透彻	1715
搞	1716
解读	1717
一段	1718
关键	1719
连锅端	1720
太乱	1721
上市公司	1722
管吗	1723
新	1724
是了	1725
该罚	1726
严肃处理	1727
算出来	1728
赵薇	1729
找一个	1730
开刀	1731
天网恢恢疏而不漏	1732
洪	1733
chengchengOK	1734
下次	1735
温柔	1736
画	1737
请用	1738
大字报	1739
吸引人	1740
写出	1741
凡事	1742
商量	1743
有朝一日	1744
老子	1745
fcc	1746
没妈	1747
qaq	1748
交完钱	1749
艳压	1750
看着	1751
心酸	1752
洪丞丞	1753
阿姨	1754
在家	1755
哭晕	1756
厕所	1757
哈哈哈哈哈	1758
我觉得	1759
涉足	1760
对她	1761
太快了	1762
说道	1763
李冰冰	1764
虽为	1765
母亲	1766
更是	1767
罪人	1768
此时此刻	1769
营销	1770
说过	1771
我就是	1772
后悔	1773
建议	1774
从超	1775
483	1776
线	1777
轮流	1778
查处	1779
演艺圈	1780
清白	1781
可惜了	1782
真他妈	1783
可以用	1784
过一段时间	1785
简单	1786
天呀	1787
做一个	1788
善人	1789
严惩不贷	1790
找不到	1791
再犯	1792
亿为	1793
单位	1794
摊上	1795
8.83964	1796
发了	1797
有多少	1798
一个多亿	1799
直呼	1800
享有	1801
权利	1802
无耻	1803
至极	1804
表面	1805
光鲜亮丽	1806
恶水	1807
横流	1808
83	1809
清楚了	1810
金宝	1811
哥	1812
克妻	1813
交清	1814
再判	1815
30	1816
帮帮	1817
她吧	1818
不了啊	1819
里说	1820
只不过是	1821
有影响	1822
波及	1823
商业价值	1824
风云	1825
知道该	1826
不履行	1827
太便宜	1828
她了	1829
总归	1830
自作孽不可活	1831
加油	1832
强壮	1833
继	1834
张艺谋	1835
我大	1836
江苏	1837
大赚	1838
一笔	1839
免责	1840
孩子	1841
长大	1842
科学家	1843
军人	1844
医生	1845
偷漏	1846
快点	1847
噢	1848
度过	1849
困难	1850
查出	1851
地震	1852
海啸	1853
印钞机	1854
上线	1855
又是	1856
销毁	1857
元	1858
用户	1859
我在	1860
等你	1861
红心	1862
安徽	1863
发来贺电	1864
公司企业	1865
去哪里了	1866
才行	1867
太大了	1868
偷睡	1869
真不少	1870
这钱	1871
服	1872
有点想	1873
lc	1874
这时候	1875
不离	1876
不弃	1877
飞	1878
时隔	1879
后续	1880
额度	1881
完事了	1882
多少年	1883
法律规定	1884
没事	1885
又会在	1886
短时间	1887
点赞	1888
办妥	1889
钱缴	1890
够了	1891
神人	1892
安排	1893
爆料	1894
都接	1895
1.34	1896
亿元	1897
太棒	1898
这怕	1899
撑着	1900
不进去	1901
小事	1902
更应该	1903
做个	1904
好榜样	1905
而不是	1906
信任	1907
触犯	1908
希望大家	1909
遵规	1910
守法	1911
大结局	1912
梦里	1913
没想过	1914
哈哈哈啊	1915
值得	1916
不啊	1917
凉冰冰	1918
冰冰凉	1919
邪不压正	1920
就给	1921
抓到	1922
赚到	1923
多少啊	1924
小声	1925
xtms	1926
几个月	1927
賺	1928
客串	1929
行事	1930
会做	1931
不查	1932
知道了	1933
坐实	1934
别洗	1935
穿	1936
说真的	1937
还挺	1938
逃过	1939
可怜	1940
大佬	1941
上岸	1942
小翠	1943
冰凉	1944
弱弱	1945
问	1946
小姐姐	1947
是做什么的	1948
好厉害	1949
介绍	1950
放人	1951
偷的	1952
冰冰棒	1953
凉嗖嗖	1954
少缴	1955
这是什么	1956
概念	1957
国庆	1958
大礼包	1959
会不会	1960
😮	1961
还洗	1962
不洗	1963
工作了	1964
🤢	1965
交完	1966
然后再	1967
追责	1968
事业	1969
终结	1970
刑不上	1971
大夫	1972
有意思	1973
告诉我们	1974
够	1975
发现	1976
太强大	1977
啥事	1978
我现在	1979
不关心	1980
范了	1981
去补	1982
发送	1983
真厉害	1984
我终于	1985
明白了	1986
成龙	1987
的水	1988
很深	1989
要不要	1990
嫁	1991
大戏	1992
开场	1993
朋友们	1994
个税起征点	1995
5000	1996
醒醒	1997
别老是	1998
吹嘘	1999
捐	2000
应交	2001
先交	2002
先做	2003
公民	2004
杜绝	2005
明星们	2006
漏水	2007
药方	2008
监管部门	2009
这件事	2010
告诫	2011
遵纪守法	2012
跑到	2013
国外	2014
一段时间	2015
上个	2016
节目	2017
漂	2018
割	2019
会进	2020
领导人	2021
囊	2022
任性	2023
面前	2024
优惠	2025
做牢	2026
我先	2027
订个	2028
目标	2029
嗯嗯	2030
特意	2031
去看	2032
慢慢	2033
中小企业	2034
贪官	2035
寄生虫	2036
贪	2037
损失	2038
远远	2039
要看	2040
胆量	2041
背锅	2042
少罚	2043
在里面	2044
呆	2045
先谈	2046
双方都	2047
亏本	2048
买卖	2049
被查	2050
犯罪	2051
当初	2052
制定	2053
时	2054
留了	2055
后门	2056
留着	2057
普法工作	2058
任重道远	2059
些什么	2060
玩意	2061
事件	2062
推动	2063
司法改革	2064
愈演愈烈	2065
列入	2066
征信	2067
黑名单	2068
不服	2069
判决	2070
判	2071
邢	2072
3500	2073
哈哈哈哈哈哈	2074
天哪	2075
我就想	2076
没上	2077
制片人	2078
他也	2079
刚开始	2080
判断	2081
牢狱之灾	2082
躲	2083
不掉	2084
刚刚开始	2085
看得起	2086
晕额	2087
真该	2088
狠抓	2089
漫天要价	2090
谁说	2091
有钱能使鬼推磨	2092
我靠	2093
中情局	2094
需不需要	2095
派人	2096
保护	2097
各家	2098
查到	2099
查不到	2100
还可以	2101
省	2102
超过	2103
一省	2104
提	2105
下不为例	2106
罚酒	2107
三杯	2108
依法治国	2109
我怎么觉得	2110
发声	2111
前	2112
压制	2113
舆论	2114
消失	2115
休整	2116
一两年	2117
我说	2118
人去	2119
骂	2120
解释一下	2121
妳	2122
牛逼	2123
人民群众	2124
水水	2125
半老徐娘	2126
出轨	2127
恶劣	2128
都会	2129
这个问题	2130
一年	2131
忙上	2132
好几年	2133
说得对	2134
网上	2135
理智的	2136
人多	2137
yinmao	2138
这你都知道	2139
子弹	2140
张	2141
小平	2142
原单位	2143
撑死	2144
25	2145
不吃不喝	2146
工作	2147
3520	2148
即使是	2149
去了	2150
给出	2151
百万	2152
蓝箭	2153
880	2154
悟空	2155
被压	2156
五指山	2157
500	2158
职称	2159
低	2160
比他	2161
科研人员	2162
大有人在	2163
她还	2164
多查	2165
一艘	2166
航母	2167
8.83946	2168
五百万	2169
代言	2170
多接	2171
徐	2172
永林	2173
对付	2174
退	2175
开玩笑	2176
谁的	2177
难搞	2178
等同于	2179
不合适	2180
广听	2181
公司员工	2182
我想知道	2183
部门	2184
渎职	2185
道歉信	2186
满是	2187
好评	2188
十条	2189
然后就	2190
差评	2191
